Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
01834575;KUNDERI 24, GARAAŽIKOOPERATIIV;Äriühing;ei;;Harju ( Tallinn );267,58;0;;
10000018;AMSERV AUTO OSAÜHING;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );2190834,25;1163071,36;26332597,49;240
10000024;EESTI RAAMAT, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );36888,04;29191,34;216846,4;10
10000062;ALDO KOPPEL;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Ida-Viru ( Lüganuse vald );713,68;0;4704,14;
10000127;ARAVETE APTEEK, TÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Järva ( Järva vald );10701,69;8055,36;185098,43;2
10000165;KIVIÕLI KAUBAHOOV, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Lüganuse vald );261127,79;97242,39;1488802,97;35
10000248;ITW CONSTRUCTION PRODUCTS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );109862,18;17624,36;742811,87;3
10000356;ESTIKO, AS;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );417708,48;73803,65;2699156,54;17
10000372;SAARIOINEN EESTI OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Rapla vald );606504;322092,67;5486335,54;85
10000395;KUUMTRÜKK, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );11561,9;7573,54;25697,66;6
10000455;EHITUSMEISTER, OÜ;Äriühing;jah;EHITUS;Võru ( Võru linn );10324,63;6584,44;62609,9;3
10000461;MUAREE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Võru linn );466,83;82,62;2603,34;1
10000515;B.BRAUN MEDICAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );731025,41;305221,2;4752659,87;33
10000550;GPK PARTNERID, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );21007,14;14366,48;48777,46;7
10000573;AKTSIASELTS METAPRINT;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );1469422,81;1365932,78;35164495,22;256
10000610;KITOON, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Antsla vald );4672,27;2288,79;19219,87;3
10000774;CASUS, UÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Tartu linn );0;0;14696,98;
10000805;ELKE TALLINN AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1063663,38;692764,38;17749975,59;136
10000811;DINER OSAÜHING;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );79635,84;22764,68;560407,17;9
10000828;B & P OIL, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );8040,38;2003,88;66766,02;2
10000840;REWERA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Kambja vald );755,33;0;4784,85;
10000900;ÕITSENG, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Haljala vald );111661,61;71648,97;730703,68;25
10001012;SOLINGER INVEST OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );881,5;397,78;7633,04;1
10001118;SEMIDOR, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );3593,68;3061,68;64597,45;2
10001166;TOPAUTO, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1989409,73;300016,36;16031192,53;66
10001259;ATLANTISE KIRJASTUS, OÜ;Äriühing;jah;INFO JA SIDE;Lääne ( Vormsi vald );3,16;0;48,5;
10001288;SLOPS, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );470,52;510,12;0;1
10001302;ARTUSE OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1094,11;329;;
10001348;A & D TEHNOTEENISTUSE OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );451,91;0;17387;
10001383;KEK ELEKTER, OÜ;Äriühing;jah;EHITUS;Lääne-Viru ( Rakvere vald );51345,16;41568,44;1010487,75;21
10001437;VERSKA MINERAALVEE OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Võru ( Setomaa vald );113470,27;67144,49;431540,05;11
10001561;RELYX, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );107328,11;19294,95;609021,91;5
10001584;JANERE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Saue vald );296503,25;156394,9;34655,81;12
10001590;KATUS AS;Äriühing;jah;EHITUS;Lääne-Viru ( Väike-Maarja vald );17611,78;140;87135;
10001689;ESTIKO-PLASTAR, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );799524,21;832417,22;14955874,51;196
10001710;AHTO ÄRITEENUSTE OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Jõgeva ( Põltsamaa vald );1064,34;556,72;;2
10001791;ILMRE OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );71365,96;75002,56;1132371,3;30
10001839;OÜ BRAMHAM TRADE;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );47528,2;20740,31;301716,03;9
10001880;SPIDER AUTOGRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );1603,68;0;9713,53;
10001905;TENTAMEN, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1685,5;1529,64;;2
10001928;K-KREEDIT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Järva ( Türi vald );8083,07;4881,39;17214,4;2
10001940;AUTO ID OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );32078,79;11547,85;209752,91;3
10001957;CE TEHNIKA OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );270,86;0;2164,46;1
10001992;REISIBÜROO MERE, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Saare ( Saaremaa vald );0;0;1225,74;
10002098;TAASTUSRAVIKESKUS VIIKING, AS;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Pärnu ( Pärnu linn );264174,11;171909,74;1823979,25;112
10002129;SPATIUM, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );250,55;265,05;;
10002135;EVOLER, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Võru ( Võru linn );12373,07;2990;34280,15;
10002201;SCANWOOD, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Valga ( Otepää vald );4407,55;2357,73;15201,67;2
10002218;AMIDON OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );11270,34;4891,62;36353,73;5
10002282;KREEGIMÄE TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Kadrina vald );744,69;840,39;0;1
10002307;AUTOKLANTS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );6470,09;4229,93;16320,01;2
10002324;TEBO GRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Viimsi vald );415,12;0;3130,51;
10002342;LÕUNAIDU, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );20107,67;9013,59;78038,44;4
10002365;FOTLAND, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Viimsi vald );50;50;0;1
10002371;HAVERA, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Harku vald );8464,5;6155,01;64775,58;3
10002388;DESTEIN OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );13730,76;7669,81;45121,6;2
10002394;ALLFILM, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );0;21200,43;2963568,13;23
10002419;PLAMOST, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1675,09;0;7614,05;
10002543;HAAPSALU PEREARST, TÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Lääne ( Haapsalu linn );56628,15;34178,03;;8
10002572;TEXLIN, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );24313,8;20647,98;179222,46;8
10002589;UHTNA POOD, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere vald );8665,63;5117,91;66862,03;3
10002715;MACULA, OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Ida-Viru ( Lüganuse vald );10937,42;10913,6;;3
10002750;TEIMRA, OÜ;Äriühing;jah;EHITUS;Tartu ( Kambja vald );1722,04;446,92;11238,1;1
10002862;JAHVATAJA, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Rakvere vald );61371,12;4557,32;460511,32;3
10002922;TOPLEX, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Saare ( Saaremaa vald );514,77;0;3434,93;
10002939;HEINO LÄÄN, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi vald );1857,98;0;11898,3;
10002945;AUDIITORIBÜROO REVISOR, OÜ;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Viljandi ( Viljandi linn );17134,28;4663,21;62333,18;3
10003011;ATRENDA, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );4147,39;2175,46;16533,68;4
10003034;KERRI C & M, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi linn );814,7;71,28;8127,23;1
10003040;DIMEDIUM GROUP OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );40938,08;25808,14;195658,4;5
10003057;NEOLIFE INTERNATIONAL OSAÜHING;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );150540;53926,35;1411119,13;13
10003100;MOTORAL EESTI AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );570746,31;195864,85;3402417,1;36
10003181;SVENAI, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Võru ( Võru linn );17597,19;11284,08;45708,99;6
10003212;FRAUMEL, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne-Viru ( Rakvere linn );15990,58;5488,9;38830,68;3
10003229;BASEILO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );95243,34;26252,57;484272,1;15
10003235;ANTAARES, AS;Äriühing;jah;EHITUS;Lääne-Viru ( Väike-Maarja vald );136031,24;71983,74;2189638,64;38
10003318;DEDEN-INVEST AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Pärnu ( Tori vald );307,41;321,42;0;1
10003363;MALVE TK, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Tartu ( Tartu linn );52685,85;23216,22;267893,98;20
10003376;REINUP REISID, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Viljandi ( Viljandi linn );12210,11;7503,71;92123,17;7
10003442;ARTESTI, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Ida-Viru ( Narva-Jõesuu linn );12223,9;4367,08;61762,53;2
10003471;SAVEKATE, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );443472,35;262210,3;6170693,34;60
10003488;ORDULA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Kanepi vald );929,54;911,4;1612,85;
10003494;BIOMED, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );3214,26;266,82;2582,2;
10003502;TÜDRUKUD, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Raasiku vald );141313,15;91661,82;995680,47;61
10003525;MARKE, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Järva ( Paide linn );10,67;0;220;
10003583;SKILINE, OÜ;Äriühing;jah;EHITUS;Harju ( Saue vald );1666,25;979,08;3693,05;1
10003592;TRAKMETS, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Kehtna vald );12584,45;7795,03;78678,93;11
10003608;CONSULTING ENGINEER, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Ida-Viru ( Kohtla-Järve linn );51,16;0;1300;
10003614;BIOCODEX OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );38594,5;40177,38;281144,72;6
10003643;ALMACON, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );98,58;61,38;12295,08;
10003666;HORTICOM OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );347826,36;152602,28;2406487,02;50
10003711;SIRVOS, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );16304,73;8584,01;144800,78;4
10003755;ITALPAK, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Pärnu ( Pärnu linn );1352,64;1432,14;0;1
10003844;KNJ-TRANSPORT, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );2225,85;2032,93;8597,15;3
10003850;FAABULA, AS;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );6514,34;6794,34;2459,02;3
10003873;BASSEINITEHNIKA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );173769,58;35483,58;1091722,07;10
10003886;ANNINET-V, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );6353,63;5490,05;33753,03;5
10003896;KIRETEC, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Jõgeva ( Põltsamaa vald );18883,42;6673,11;74529,59;2
10003933;MARMOREK OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );0;0;900;
10003979;JOSIF, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Viljandi ( Viljandi linn );15,8;70,17;18152,62;1
10003991;APEKI INVESTEERINGUD, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );10539,43;0;250819,68;
10004016;LÕUNAPIIM, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Rõuge vald );6098,98;4237,75;119994,18;5
10004068;TARRIKS, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );2691,56;2472,97;4808,2;1
10004128;AKRIIBIA, OÜ;Äriühing;jah;INFO JA SIDE;Saare ( Saaremaa vald );909,82;805,59;7767,54;1
10004140;SINGULARIS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );21077,81;11307,44;150974,53;9
10004173;EDITA, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Saare ( Saaremaa vald );2761,7;1003,74;10109,37;1
10004252;SEB PANK, AS;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );16837274,88;7731731,37;84593127,5;1062
10004358;ALTHEA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );10979,81;8853,24;39444,16;6
10004418;GERKULES, TÜH;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Ida-Viru ( Narva linn );3598,36;1555,68;18226,56;2
10004424;CAVIAR HOUSE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );1425,87;1102,44;3150;1
10004430;LTT, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );767642,65;97004,45;3670877,6;22
10004476;MEDEMAR, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi linn );2262,57;2437,51;50000;
10004499;GRADIENS, OÜ;Äriühing;jah;EHITUS;Ida-Viru ( Narva linn );14668,68;10977,72;79524,82;9
10004588;BRON-KINNISVARA OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );1870,27;2066,86;1072,88;1
10004631;SAIAÄRI OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Lääne-Viru ( Tapa vald );12617,01;8479,67;42651,16;7
10004677;AKTSIASELTS EKSPRESS GRUPP;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );126990,49;125809,24;321859,69;10
10004737;KEDIIV, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );52994,58;6319,62;276666,35;3
10004743;VENNAD PÄRNAD, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Jõgeva vald );;;0;
10004766;TISLERI TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Saku vald );;;0;
10004826;PRISTIS, AS;Äriühing;jah;EHITUS;Harju ( Tallinn );796700,48;535420,92;2760335,87;117
10004890;MIHKLI, AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );37345,78;0;206733,46;
10004967;CERRO, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Lüganuse vald );;;;2
10004973;AKTSIASELTS VÕRU VESI;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Võru ( Võru linn );0;95029,81;734141,58;24
10004980;SCHNEIDER ELECTRIC EESTI AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1988630,73;137689,39;12024235,78;19
10004996; YAICO OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );38236,65;15159,31;284558,4;3
10005033;LAPPURI, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );16429,59;0;104947,68;
10005056;KLEMANTON OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );1029,41;0;15576,69;
10005091;EF PRODUCTION OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Rapla vald );214434,7;116601,1;1337655,15;61
10005122;STOCKMANN AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1547249,83;806895,14;13982636,54;326
10005211;ERICSSON EESTI AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );6820927,18;7174177,61;155792022,5;1800
10005257;LAANEISAND OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Põltsamaa vald );;;0;
10005331;PUREVA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Rapla vald );135524,14;33932,18;958855,95;9
10005375;ELLANTE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Tori vald );5752,36;2658,31;79519,78;4
10005435;NRT, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );24458,66;16152,09;57826,55;7
10005487;OSAÜHING NÕO LIHATÖÖSTUS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Nõo vald );1530244,83;508137,39;15346263,34;178
10005518;OÜ KEIN;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );7282,16;3108,38;0;
10005524;TARMO RAJANG;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Hiiu ( Hiiumaa vald );355,94;0;2358,85;
10005547;SAEMEISTER, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );84800,19;39171,06;554446,99;7
10005599;J & O LAIDI KAUBANDUSE OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );3408,22;2660,2;14635,94;1
10005642;E-VARULA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Võru linn );14366,4;7955,9;100868,29;4
10005748;VIVANTE, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi vald );10,18;0;1499,11;
10006038;TIPPAUTO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );11135,45;6482,85;79362,96;4
10006050;ESTLA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );2747,54;2856,5;18665;5
10006067;FEE CATERING OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Tallinn );30764,06;23716,18;93423,99;12
10006073;RADNES, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );6986,93;3967,06;102962,73;3
10006096;HERMELIIN, AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );7788,55;3545,33;24019,71;2
10006216;VILANDERT, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );9090,59;5240,46;45237,87;4
10006222;STOPP, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );8618,69;5032,45;29348,1;2
10006239;J. ERTMANN, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Tartu ( Kambja vald );;;0;
10006268;VIIMARS OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Viimsi vald );1045,65;661,74;11850;3
10006274;MATI JA MARE KAARE, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );236,47;0;2073,37;
10006280;SILMANI ELEKTER, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );475860,25;102750,15;3241068,5;37
10006328;MATTEN, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Jõgeva ( Põltsamaa vald );4585,62;1459,42;45922,77;2
10006363;ELENAAR, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );20294,57;8653,07;68360,28;2
10006392;EMAJÕE HALDUSE OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );0;6199,63;42558,53;4
10006469;OSAÜHING RAUNOPOL;Äriühing;jah;EHITUS;Harju ( Tallinn );0;0;0;
10006498;OSAÜHING KALLASTE KALUR;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Peipsiääre vald );75492,5;27333,38;336936,57;22
10006506;ERIMELL, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Kambja vald );200847,14;94375,34;1739314,26;30
10006512;AMARI METALS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );118124,34;59065,19;2030692,57;9
10006570;OSAÜHING KRISTOKE;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Kose vald );1,32;0;2633,95;
10006587;KASKOLA, OÜ;Äriühing;jah;EHITUS;Harju ( Saku vald );;;0;
10006601;TAIROLA, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Kastre vald );;;0;
