Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
10184937;IVO JÄÄGERI PROJEKT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );48,02;0;232;
10184981;AVIKSAARE TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Põltsamaa vald );10549,48;2130,47;45237,31;1
10185041;AIDE, AS;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Pärnu ( Pärnu linn );50458,59;12677,22;242585,1;8
10185070;VELLO KOLTERI ELEKTRITÖÖD;FIE;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );;;159,54;
10185147;GEORITE, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );2809,49;1793;5273,77;2
10185182;VILJANDI VEEVÄRK, AS;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Viljandi ( Viljandi linn );173399,85;81225,09;781245,85;20
10185213;OSAÜHING ELDUR PUIT;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Pärnu ( Pärnu linn );25945,25;12613,83;215872,81;9
10185236;ANAR TRADE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Tori vald );3208,15;2216,29;37692,73;2
10185242;EMKA EKSPORDI OÜ;Äriühing;ei;MAJUTUS JA TOITLUSTUS;Saare ( Saaremaa vald );37,64;0;;
10185271;ÄRIKÜLA-ENNU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Mulgi vald );0;0;0;
10185302;HERMES AUTO, AS;Äriühing;jah;VEONDUS JA LAONDUS;Lääne ( Haapsalu linn );3134,91;3217,13;156501,1;2
10185319;DR. ROSMA JA DR. SOOME HAMBARAVI, OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Viljandi ( Viljandi linn );6457,13;6750,18;;2
10185360;MERKOS, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Viljandi ( Viljandi linn );250,55;265,05;;
10185437;KARKSI SAETÖÖSTUS, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Viljandi ( Mulgi vald );3417,9;1725,18;10566,93;2
10185495;SUUREVALLA, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Saare ( Muhu vald );;;111,93;1
10185518;REIN PITK;FIE;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Saare ( Saaremaa vald );495;561;;2
10185526;MAAMÕÕDUBÜROO 4X4, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );1865,82;1449,14;8579,98;2
10185532;AIRI, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Pärnu linn );1830,24;999,05;60521,7;1
10185555;KARINI TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Pärnu ( Tori vald );;;0;
10185615;STUUDIO SOLO, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Häädemeeste vald );125;0;635,5;
10185638;ARNO KEERMA;FIE;jah;VEONDUS JA LAONDUS;Pärnu ( Pärnu linn );6,88;0;200;
10185733;ANIKOORMA TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Pärnu ( Põhja-Pärnumaa vald );;;0;
10185779;INFORA RPG, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Viljandi ( Viljandi linn );;;;1
10185801;IS ENGINEERING SERVICE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Viljandi ( Viljandi linn );4169,13;4406,87;18823,73;3
10185816;BRIGITTA ÄRI, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Viljandi ( Mulgi vald );4539,09;2850,52;26996,83;4
10185845;VOORU-KÄRU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Viljandi vald );;;0;
10185963;GONDVANA REISID, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Pärnu ( Pärnu linn );2225,34;1094,76;5809,05;1
10185976;SAARE KÜTUS, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Saare ( Saaremaa vald );136959,53;90544,65;2618339,12;29
10186000;KLV ARSTIKABINET, OÜ;Äriühing;jah;TERVISHOID JA SOTSIAALHOOLEKANNE;Pärnu ( Pärnu linn );14207,16;15163,87;0;17
10186069;NIINA ÐILOVSKAJA;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Kohtla-Järve linn );123,21;14;3796,38;1
10186081;K & G SAARELT, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );142179,04;52104,87;674049,06;14
10186098;NARVA-BARK, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Narva linn );325858,62;128018,56;1301742,51;109
10186193;REPO VABRIKUD, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Lüganuse vald );0;0;0;
10186218;ELVAREM, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Jõhvi vald );53746,39;32431,3;464957,28;10
10186307;SENIDA, OÜ;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Ida-Viru ( Narva linn );1017,31;962,58;3645,89;1
10186328;KATRAMEKS, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Narva linn );42150,55;24617,21;121352,42;36
10186336;ELMI, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Vinni vald );21805,92;7743,67;177741,92;6
10186371;KARUAUGU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Vinni vald );;;0;
10186394;KAERUM, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Saue vald );1628,96;1091,06;2712;1
10186419;OÜ SIMMFISH;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Ida-Viru ( Toila vald );7058,48;999,09;30906,54;2
10186477;ŽUR, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Ida-Viru ( Sillamäe linn );1989,56;962,58;8161,5;1
10186520;SIGWAR, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Lüganuse vald );47215,3;39522,07;520526,93;27
10186566;APOTHEKE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Lüganuse vald );11632,58;7846,17;154379,89;4
10186572;AUTO JÕHVI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Jõhvi vald );36815,95;26626,76;79581,33;3
10186611;DUVE, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Vinni vald );32562,97;21250,06;1650328,13;21
10186626;KERRO FARMER, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );41167,18;10564,8;224547,88;4
10186632;ORICA EESTI OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Narva-Jõesuu linn );1548217,3;333271,16;8511139,76;62
10186715;SILLAMÄE KAJA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );125,88;0;5095,41;
10186786;SLAVIL OIL, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Sillamäe linn );;;0;
10186796;EVAIL OIL, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Sillamäe linn );0;0;245,91;
10186804;AKSEL VA, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne-Viru ( Väike-Maarja vald );9645,59;5481,58;83893,37;4
10186827;MOTO TRADING, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Jõhvi vald );3347,47;1654,36;24774,31;1
10186879;PÕHJA METS, OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Ida-Viru ( Kohtla-Järve linn );37569,15;2411,03;;
10186885;AUGA BALTIC, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Ida-Viru ( Narva linn );784,2;850,2;;
10186922;JOOSAND, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Väike-Maarja vald );24423,28;13086,03;237561,98;16
10187005;STAKO-RAITS, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Narva linn );64;0;172,93;
10187073;SK-TRANS, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Saare ( Saaremaa vald );188,54;0;996,9;
10187092;LAVISJON, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );1073,42;0;9923,5;
10187123;PAV, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Pärnu ( Pärnu linn );15268,68;10331,29;66375,78;8
10187152;SAARE PINUS, OÜ;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );64;0;;
10187175;SUIGU VEOD, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Tori vald );4524,09;2463,72;21811,23;2
10187198;RIMMU-ALLIKU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Mulgi vald );0;717,75;60166,99;1
10187293;TARGO PIKKMETS;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Pärnu ( Lääneranna vald );1425,36;0;7128;
10187301;EREA KÜTUS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Saare ( Saaremaa vald );28,81;0;431,15;
10187318;OÜ DUSCHY MARKETING;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Saare ( Saaremaa vald );55172,59;17631,25;377421,18;6
10187324;JERWER, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Viljandi vald );29427,04;30445,43;320936,32;7
10187330;ECO CAPITAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );23418,69;4422,52;146266,01;3
10187347;SÜSI SG, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Viljandi ( Viljandi linn );5454,15;3420,26;20071,27;6
10187382;OSAÜHING ML AUTOSERVICE;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Saare ( Saaremaa vald );51745,99;33686,87;236010,83;9
10187436;LUMAANIA, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Pärnu ( Pärnu linn );57277,52;30384,09;224051,7;28
10187471;LÕUNA-EESTI KRISTALLI GRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Pärnu linn );5996,23;2776,75;51979,23;3
10187502;MIKKAR, OÜ;Äriühing;ei;VEONDUS JA LAONDUS;Viljandi ( Mulgi vald );64;0;;
10187577;JAKE TRANSPORT, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Ida-Viru ( Narva linn );1032,35;0;21047,2;1
10187643;SAARE VESTA, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Saare ( Saaremaa vald );27718,46;16841,63;101490,14;12
10187689;SIGMA POLYMER GROUP OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );211741,67;224271,14;4316390,34;107
10187761;MARGUSE-MÄEOTSA TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Mulgi vald );1559,13;0;44809,95;
10187784;MCC GROUP AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi linn );0;456,42;135269,76;1
10187790;LAUS-END, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Saare ( Muhu vald );19191,82;12044,57;48001,13;5
10187844;OSAÜHING MAISVE GRUPP;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Mulgi vald );3616,48;1472,94;25808,15;1
10188016;ANIMULA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );13814,42;4411,23;71407,93;3
10188022;UCOM, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1265,5;361,29;;
10188039;J.T. CONSULTING, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );5184,51;2981,25;12090;
10188051;JALAJÄLG, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );715781,34;275926,29;5656741,33;96
10188177;LOGITEX, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1489,68;1648,08;;2
10188186;RMM TOITLUSTUS, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Keila linn );7745,28;3435,61;46531,85;6
10188192;HEKTAUR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );6677,86;4275,25;108318,42;2
10188252;EPTA BALTICS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );108628,45;16310,28;908262,66;2
10188387;MURUMARI, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );19168,1;8413,56;106617,33;5
10188476;VEMUS, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Kuusalu vald );1591,84;1394,34;5988,91;1
10188513;STUUDIO GADIS OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );696,01;0;8509,83;
10188525;HAABERSTI EHITUS, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );13301,4;8806,59;33574,38;5
10188602;ELTEST, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Viimsi vald );33;35,4;;1
10188654;MEGAINVEST, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Jõelähtme vald );118,58;0;600,07;
10188677;SCANDAGRA EESTI AKTSIASELTS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Viljandi ( Viljandi linn );4490820,34;398533,31;61782604,21;116
10188708;ADVOKAADIBÜROO COBALT OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1503257,22;739308,35;4091242,24;99
10188737;SALINAS OÜ;Äriühing;jah;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );10857,14;9205,13;23180,03;4
10188795;HONGER, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );2579,52;1040,79;15515,71;1
10188803;GERMALO REISID, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );159476;64173,22;877589,84;23
10188884;TIIA KONTUS- KOOLI- JAANI TALU;FIE;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Järva ( Järva vald );;;;1
10188944;DZEBETI OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1152,75;1152,75;0;
10189027;CANISE KONSULTATSIOONI OÜ;Äriühing;ei;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );518,11;322,6;;
10189056;VERSAVIJA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );14373,81;1208,61;138962,23;1
10189116;FERAAN D&V, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );654,89;354,72;2882,74;
10189145;OÜ RAFALAND;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;29,97;
10189151;ESTRAGON FG, OÜ;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Harju ( Tallinn );43903,97;12580,06;292071,5;11
10189168;GIZA, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );3720,16;784,14;16434,58;1
10189270;REISIMAAILM, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );241,36;198,5;1010;
10189323;KARMELA ILLUSTRATIONS, OÜ;Äriühing;jah;EHITUS;Harju ( Rae vald );27,58;0;430;1
10189335;VESTERTOON, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );296,84;0;0;
10189458;KÜLMUTUSVAGUNITE TEENINDUSE OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Maardu linn );3847,34;2529;19582,34;2
10189464;PÕHJATRANSPORT, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );3436,88;3317,16;23892,1;3
10189518;MAIT VÄRK KÕRTSU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Rapla vald );1275,15;1295,59;6303;1
10189553;HHLA TK ESTONIA AS;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Maardu linn );536646,89;805678,76;7280979,53;231
10189564;DAGMAR LINDRE VAINU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Märjamaa vald );0;3665,64;28383,81;3
10189582;MOLINAR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );3961,77;2596,38;51039,96;4
10189613;COPYRIGHT CONSULT OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;;
10189642;SINFEX OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
10189719;ENDERN, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );28887,84;4696,89;167756,74;5
10189731;KERAKO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );522,82;0;14948,78;
10189754;HÕBEKAJAKAS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );0;0;0;2
10189777;OVERSEAS, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Jõgeva ( Mustvee vald );942,71;0;0;
10189793;VISIONICS EESTI OÜ;Äriühing;ei;INFO JA SIDE;Harju ( Tallinn );717,75;754,35;;1
10189858;DIA DESIGN, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );3,6;0;100;
10190065;PREMIER RESTAURANTS EESTI OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Tallinn );2886744,31;1052176,12;15689867,97;704
10190102;TERLAN, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );15,82;11,3;3998,35;
10190183;SULEV SEIMANNI TIKA TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Märjamaa vald );9543,79;3555,15;100825,6;3
10190243;FINTEC EKSPERDI OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );2087,61;2160,6;;3
10190252;PAKPOORD, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Hiiu ( Hiiumaa vald );292300,04;15677,65;1462648,89;8
10190266;ENGROS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
10190361;AUTODOKTOR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Märjamaa vald );4728,09;3257,26;25421,14;3
10190409;RENGALDO, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne ( Haapsalu linn );3635,3;2007,76;8635,7;2
10190444;LOODUS INVEST, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );491621,5;49886,81;3896309,06;12
10190450;ARGO RAU MÄNNIMÄE TALU;FIE;jah;HALDUS- JA ABITEGEVUSED;Rapla ( Märjamaa vald );0;0;-54106,08;
10190467;MIHKEL-ANTSU TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Kehtna vald );;;0;
10190510;INTIROS, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;;1
10190556;MOKTER OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );69,42;0;0;1
10190562;NEIME, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1031,48;0;46699;
10190728;ORTIKON GRUPP, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );2227,04;1176,84;11590,73;2
10190734;ALEXANDER CONSULTING, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );0;0;14988,72;
10190763;RANTSERO SP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Lääne-Harju vald );3662,29;2338,48;47126,22;2
10190898;EDEN SPRINGS ESTONIA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );140424,67;51098,78;757911,52;17
10190958;DREESIS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );27760;11558,42;116246,11;4
10190987;LL MEDITSIINITEHNIKA OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );79316,21;9671,58;20104;1
10191030;SALONG, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Tartu ( Tartu linn );717,75;803,4;;1
10191062;VÄIMELA SOOJUS, OÜ;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Võru ( Võru vald );;;0;
10191107;XXX OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Tartu ( Luunja vald );791,73;805,59;;1
10191136;HAPSI TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Võru vald );0;0;1431;
10191142;ANDRUS ANDRESSOO;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Põlva ( Kanepi vald );;;0;
10191188;SULEV SOLNIK;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Põlva ( Põlva vald );3836,51;0;22472,6;
10191231;TEVO, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );11450,32;6386,49;120117,42;6
10191283;MEEL OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );19906,97;11416,99;88320,99;4
10191308;ROTELLAKS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );1766,98;0;11888,47;1
10191320;VAHUR LIIBERT - HOLLA TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Antsla vald );3245,73;105;28330;
10191426;VESKITARE TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Antsla vald );;;0;
10191478;OSAÜHING KUMMISEPP;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu vald );24227,95;11491,31;123172,88;9
10191509;ALEKSANDER PIIRITALO TUULEMÄE TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Antsla vald );0;0;0;
10191610;KIIVI AUTOKOOL, OÜ;Äriühing;ei;HARIDUS;Tartu ( Tartu linn );3443,5;3628,67;;2
10191679;AGRAM, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Põlva ( Räpina vald );0;2038,8;14695,1;2
10191768;METSSALU EHITUS, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );876,36;839,64;9935;1
10191797;PUHALAINEN JA POJAD OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu vald );2332,5;1021,62;10210,22;2
10191828;CRESTOL OÜ;Äriühing;jah;EHITUS;Jõgeva ( Põltsamaa vald );61,81;0;0;
