Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
01834351;LOMBI-13, GARAAŽIKOOPERATIIV;Äriühing;ei;;Harju ( Tallinn );287,62;0;;
10000018;AMSERV AUTO AKTSIASELTS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1718747,57;1141766,44;35273833,14;235
10000024;EESTI RAAMAT, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );40379,86;28951,23;223536,41;9
10000062;ALDO KOPPEL;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Ida-Viru ( Lüganuse vald );0;0;4503,16;
10000127;ARAVETE APTEEK, TÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Järva ( Järva vald );12068,16;6441,71;189984,09;2
10000165;KIVIÕLI KAUBAHOOV, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Lüganuse vald );116441,44;70317,11;827207,73;37
10000219;YEAR, AS;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Harju ( Anija vald );502,23;612,68;-6312,7;
10000248;ITW CONSTRUCTION PRODUCTS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );80869,71;14677,54;546474,58;2
10000356;ESTIKO, AS;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );300538,46;80526,33;3019518,08;18
10000372;SAARIOINEN EESTI OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Rapla vald );613061,69;366191,8;5426030,42;94
10000395;KUUMTRÜKK, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );12826,86;8932,42;28432,43;6
10000455;EHITUSMEISTER, OÜ;Äriühing;jah;EHITUS;Võru ( Võru linn );5152,72;6214,86;45132,64;3
10000461;MUAREE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Võru linn );305,9;82,62;3636,38;1
10000515;B.BRAUN MEDICAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );850658,55;327588,54;5720409,74;32
10000550;GPK PARTNERID, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );31365,23;18981,87;75900,42;7
10000573;AKTSIASELTS METAPRINT;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );1085969,5;981493,2;28956321,94;261
10000610;KITOON, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Antsla vald );3670,26;2216,8;15764,37;3
10000774;CASUS, UÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Tartu linn );1334,01;0;15429,08;
10000805;ELKE TALLINN AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );971607,47;613211,65;19984242,07;150
10000811;DINER OSAÜHING;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );91765,98;21867,45;583403,26;8
10000828;B & P OIL, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );7746,92;1578,86;86901,1;2
10000840;REWERA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Kambja vald );943,43;0;6672,46;
10000900;ÕITSENG, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Haljala vald );89560,01;68410,66;472157,49;26
10001012;SOLINGER INVEST OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );723,65;397,78;2756,84;1
10001118;SEMIDOR, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );11711,23;8117,16;66355,27;2
10001166;TOPAUTO, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1767545,92;292719,41;16641150,37;69
10001259;ATLANTISE KIRJASTUS, OÜ;Äriühing;jah;INFO JA SIDE;Lääne ( Vormsi vald );58,11;0;968,5;
10001288;SLOPS, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );470,52;510,12;0;1
10001348;A & D TEHNOTEENISTUSE OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );135,85;0;1719;
10001383;KEK ELEKTER, OÜ;Äriühing;jah;EHITUS;Lääne-Viru ( Rakvere vald );39009,15;28766,89;579652,38;21
10001437;VERSKA MINERAALVEE OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Võru ( Setomaa vald );73096,25;39010,04;327283,29;11
10001561;RELYX, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );65987,98;12706,02;452299,01;6
10001584;JANERE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Saue vald );16774,92;6454,78;454402,61;26
10001590;KATUS AS;Äriühing;jah;EHITUS;Lääne-Viru ( Väike-Maarja vald );10202,57;0;78400;
10001689;ESTIKO-PLASTAR, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );784155,18;765982,4;14404751,14;188
10001710;AHTO ÄRITEENUSTE OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Jõgeva ( Põltsamaa vald );1258,93;950,65;;1
10001791;ILMRE OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );93870,31;79609,19;1150170,7;29
10001839;OÜ BRAMHAM TRADE;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );53479,53;21652,02;332687,73;10
10001880;SPIDER AUTOGRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );395,32;0;8059,77;
10001905;TENTAMEN, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1388,64;1482,78;;2
10001928;K-KREEDIT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Järva ( Türi vald );9424,7;6648,02;15794,84;2
10001940;AUTO ID OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );48788,49;10736,03;338779,95;4
10001957;CE TEHNIKA OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );46,84;0;434;1
10001992;REISIBÜROO MERE, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Saare ( Saaremaa vald );0;0;0;
10002098;TAASTUSRAVIKESKUS VIIKING, AS;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Pärnu ( Pärnu linn );181674,59;178665,72;1051403,12;117
10002135;EVOLER, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Võru ( Võru linn );6062,73;952,38;28487,26;1
10002170;OÜ HARTO;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );664,41;0;;
10002201;SCANWOOD, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Valga ( Otepää vald );7925,88;5593,06;28622,35;3
10002218;AMIDON OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );6898,1;4240,34;23686,77;5
10002282;KREEGIMÄE TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Kadrina vald );679,87;769,31;33,9;1
10002307;AUTOKLANTS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );5763,94;4186,4;9894,43;3
10002324;TEBO GRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Viimsi vald );463,12;0;5011,55;
10002342;LÕUNAIDU, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );23509,83;8601,93;100024,82;4
10002365;FOTLAND, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Viimsi vald );371;275;1085;1
10002371;HAVERA, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Harku vald );12253,94;6169,62;18525,46;3
10002388;DESTEIN OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );16027,29;7874,91;92775,04;2
10002394;ALLFILM, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );26847,05;28547,45;214385,25;11
10002419;PLAMOST, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );3018,75;0;34597,02;
10002543;HAAPSALU PEREARST, TÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Lääne ( Haapsalu linn );26537,47;28007,17;;7
10002572;TEXLIN, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );22138,89;17406,45;229931,97;8
10002589;UHTNA POOD, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere vald );7348,75;4599,71;58553,01;3
10002595;KAARLI TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );;;0;
10002715;MACULA, OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Ida-Viru ( Lüganuse vald );11996,23;10334,43;;3
10002750;TEIMRA, OÜ;Äriühing;jah;EHITUS;Tartu ( Kambja vald );1919,21;1068,15;15613,25;1
10002862;JAHVATAJA, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Rakvere vald );19223,23;2375,23;85526,88;1
10002922;TOPLEX, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Saare ( Saaremaa vald );276,02;0;2589,49;
10002939;HEINO LÄÄN, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi vald );1379,05;0;10752,83;
10002945;AUDIITORIBÜROO REVISOR, OÜ;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Viljandi ( Viljandi linn );8888,14;3564,93;28294;3
10003011;ATRENDA, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );6532,35;4051,92;13370,98;4
10003034;KERRI C & M, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Viljandi ( Viljandi linn );2914,28;28,91;22241,65;1
10003040;DIMEDIUM GROUP OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );47254,66;26331,69;223863,71;5
10003057;NEOLIFE INTERNATIONAL OSAÜHING;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );126823,54;58148,66;1268739,19;12
10003100;MOTORAL EESTI AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );539500,01;185972,75;3250827,81;37
10003181;SVENAI, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Võru ( Võru linn );16254,75;9682,84;48722,08;6
10003212;FRAUMEL, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne-Viru ( Rakvere linn );13462,03;5020,03;32976,96;3
10003229;BASEILO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );25805,21;20825,4;214635,02;15
10003235;ANTAARES, AS;Äriühing;jah;EHITUS;Lääne-Viru ( Väike-Maarja vald );105630,41;62086,32;880878,79;34
10003318;DEDEN-INVEST AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Pärnu ( Tori vald );5109,11;324,53;25819,2;1
10003363;MALVE TK, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Tartu ( Tartu linn );34434,5;18078,85;182193,87;18
10003376;REINUP REISID, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Viljandi ( Viljandi linn );6937,89;5776,36;52908,17;6
10003442;ARTESTI, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Ida-Viru ( Narva-Jõesuu linn );0;3147,22;54742,65;2
10003471;SAVEKATE, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );343655,11;215025,64;4539542,15;60
10003488;ORDULA, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Põlva ( Kanepi vald );15674,01;0;71359,25;
10003494;BIOMED, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );434,97;266,82;1440;
10003502;TÜDRUKUD, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Raasiku vald );169386,07;80708,42;1218648,44;61
10003525;MARKE, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Järva ( Paide linn );30,85;0;260;
10003583;SKILINE, OÜ;Äriühing;jah;EHITUS;Harju ( Saue vald );2560,71;924;8561,68;1
10003592;TRAKMETS, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Kehtna vald );13219,85;10574,46;91475,41;11
10003608;CONSULTING ENGINEER, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Ida-Viru ( Kohtla-Järve linn );;;0;
10003614;BIOCODEX OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );30865,19;31532,62;244610,92;7
10003643;ALMACON, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );98,58;61,38;0;
10003666;HORTICOM OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );502054,28;141667,21;3779960,86;53
10003711;SIRVOS, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );17299,29;14171,23;219788,9;5
10003755;ITALPAK, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Pärnu ( Pärnu linn );1202,51;1164,65;0;1
10003844;KNJ-TRANSPORT, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );2133,13;1782,92;5816,48;3
10003850;FAABULA, AS;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );5812,12;6034,68;0;3
10003873;BASSEINITEHNIKA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );120776,18;36548,54;717356,66;10
10003886;ANNINET-V, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );5249,54;5182,3;42840,01;6
10003896;KIRETEC, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Jõgeva ( Põltsamaa vald );24245,45;3483,31;212017,77;2
10003933;MARMOREK OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );536,25;0;3950;
10003979;JOSIF, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Viljandi ( Viljandi linn );74,73;62,79;16774,44;1
10003991;APEKI INVESTEERINGUD, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );7205,74;0;42581,97;
10004016;LÕUNAPIIM, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Rõuge vald );11277,6;10390,72;147408,32;6
10004068;TARRIKS, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );2433,31;2581,21;0;2
10004128;AKRIIBIA, OÜ;Äriühing;jah;INFO JA SIDE;Saare ( Saaremaa vald );1322,27;800,59;11010,58;1
10004140;SINGULARIS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );15605,82;9860,74;97588,26;9
10004173;EDITA, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Saare ( Saaremaa vald );1997,62;949,34;8037,16;1
10004252;SEB PANK, AS;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );23997488,58;6903315,19;92072398,41;1033
10004358;ALTHEA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );10073,94;7518,53;54411,04;6
10004418;GERKULES, TÜH;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Ida-Viru ( Narva linn );2661,94;2123,78;13535,15;2
10004424;CAVIAR HOUSE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );2665,21;632,27;2610;1
10004430;LTT, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );740946,65;97933,88;3607211,88;24
10004476;MEDEMAR, OÜ;Äriühing;jah;MÄETÖÖSTUS;Viljandi ( Viljandi linn );736,15;696,41;433,95;
10004499;GRADIENS, OÜ;Äriühing;jah;EHITUS;Ida-Viru ( Narva linn );15954,82;10667,18;125605,84;10
10004588;BRON-KINNISVARA OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );2585,65;2832,22;654,17;1
10004631;SAIAÄRI OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Lääne-Viru ( Tapa vald );13987,9;8275,8;47622,49;8
10004677;AKTSIASELTS EKSPRESS GRUPP;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );223313,63;159175,41;848402,38;11
10004737;KEDIIV, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );91024,63;13123,7;297601,1;3
10004743;VENNAD PÄRNAD, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Jõgeva vald );4133,1;0;22936,91;
10004766;TISLERI TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Saku vald );;;0;
10004826;PRISTIS, AS;Äriühing;jah;EHITUS;Harju ( Tallinn );701477,85;498918,46;2905257,28;110
10004890;MIHKLI, AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );14108,68;0;118519,29;
10004967;CERRO, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Lüganuse vald );;;;2
10004973;AKTSIASELTS VÕRU VESI;Äriühing;jah;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";Võru ( Võru linn );103850,11;91112,34;689155,29;23
10004980;SCHNEIDER ELECTRIC EESTI AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1319182,02;111890,17;11852315,46;20
10004996;YAICO AS;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );10178,63;7382,68;19538,89;2
10005033;LAPPURI, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );17954,97;0;103896,88;
10005056;KLEMANTON OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );765,92;355,39;3629,73;
10005091;EF PRODUCTION OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Rapla vald );201879;113006,85;1646316,73;70
10005122;STOCKMANN AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1779044,05;778234,07;16754477,75;348
10005211;ERICSSON EESTI AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );6700768,88;6810586,84;158184373,8;1810
10005257;LAANEISAND OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Põltsamaa vald );;;0;
10005331;PUREVA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Rapla vald );126607,99;34808,26;784541,85;10
10005375;ELLANTE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Tori vald );2014,16;1751,92;45254,31;3
10005435;NRT, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );23279,06;16930,21;53177,66;8
10005487;OSAÜHING NÕO LIHATÖÖSTUS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Nõo vald );1310826,95;483449,72;16684193,4;198
10005518;OÜ KEIN;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1203,1;1203,1;0;
10005524;TARMO RAJANG;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Hiiu ( Hiiumaa vald );;;0;
10005547;SAEMEISTER, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );49656,12;35371,42;393926,59;10
10005599;J & O LAIDI KAUBANDUSE OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );3658,26;2264,52;16431,78;1
10005642;E-VARULA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Võru linn );10815;6939,76;45900,53;4
10005748;VIVANTE, OÜ;Äriühing;jah;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;Viljandi ( Viljandi vald );;;2005,98;
10006038;TIPPAUTO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );9913,44;7163,87;75234,61;6
10006050;ESTLA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );2105,89;2222,47;12900;5
10006067;FEE CATERING OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Tallinn );46323,26;23906,4;262812,07;24
10006073;RADNES, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );5734,18;3844,35;47155,95;3
10006096;HERMELIIN, AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );7190,04;2165,56;24070,17;2
10006216;VILANDERT, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );9370,87;5244,93;54422,05;4
10006222;STOPP, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );6257,53;5491,61;11017,37;2
10006239;J. ERTMANN, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Tartu ( Kambja vald );;;0;
10006268;VIIMARS OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Viimsi vald );2348,49;570,28;15210;3
10006274;MATI JA MARE KAARE, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );209,5;0;2041,29;
10006280;SILMANI ELEKTER, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );348686,24;88604,26;2784829,98;37
10006328;MATTEN, OÜ;Äriühing;jah;EHITUS;Jõgeva ( Põltsamaa vald );3711,19;1888,08;21053,63;2
10006363;ELENAAR, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );14505,3;7240,08;49900,84;2
10006392;EMAJÕE HALDUSE OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );0;5766,44;52160,19;5
10006469;OSAÜHING RAUNOPOL;Äriühing;jah;EHITUS;Harju ( Tallinn );0;0;550,5;
10006498;OSAÜHING KALLASTE KALUR;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Peipsiääre vald );45023,46;27964,96;218503,29;22
10006506;ERIMELL, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Kambja vald );236681,6;89053,65;1585546,5;31
10006512;AMARI METALS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );108530,29;70967,48;1596531,5;9
10006570;KRISTOKE, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Kose vald );148,5;0;5365,44;
10006587;KASKOLA, OÜ;Äriühing;jah;EHITUS;Harju ( Saku vald );;;0;
10006601;TAIROLA, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Kastre vald );;;0;
